GameId,Name,GenreId,Price,Rating,Year,AgeRating
22100980,ACE COMBAT: AH Demo,1,51.0,4.13,,1
22100968,Aces of the Galaxy,1,47.0,3.41,2008.0,3
22100969,Action 52,1,38.0,3.84,1993.0,2
22100970,Action 52,1,50.0,3.41,1991.0,2
22100971,Action Pachio Otto,1,67.0,3.68,1993.0,2
22100972,Action Reflex,1,43.0,3.96,1986.0,2
22100973,Adam's Venture Episode 1: The Search For The Lost Garden,1,47.0,3.48,2010.0,3
22100528,Addams Family Values,1,41.0,3.7,1994.0,2
22100974,Addams Family: Pugsley's Scavenger Hunt,1,40.0,4.13,1993.0,3
22100960,Addicta Ball,1,37.0,4.5,1987.0,2
22100961,ADRENALIN MISFITS,1,48.0,3.64,,3
22100963,Advent Rising,1,36.0,4.31,2005.0,3
22100964,Advent Rising,1,45.0,3.52,,2
22100965,Adventure A: Planet of Death,1,47.0,3.82,1984.0,2
22100962,Adventure A: Planet of Death,1,58.0,3.08,1982.0,1
22100967,Adventure G: Ground Zero,1,47.0,3.45,1984.0,2
22100966,Adventure Island,1,43.0,3.16,1988.0,2
22100954,Adventure Island,1,39.0,3.34,1992.0,2
22100955,Adventure Island,1,50.0,4.0,2004.0,2
22100956,Adventure Island 2,1,38.0,4.13,1991.0,3
22100957,Adventure Island 3,1,55.0,3.44,1992.0,3
22100958,Adventure Island 3,1,42.0,4.16,1993.0,3
22100959,Adventure Island II - Aliens in Paradise,1,47.0,2.37,1992.0,2
22100946,Adventures of Batman and Robin,1,52.0,3.22,1995.0,3
22100947,Adventures of Rad Gravity,1,30.0,4.38,1990.0,2
22100948,Adventures of Shuggy,1,41.0,4.12,2011.0,2
22100458,Adventures of Tom Sawyer,1,54.0,4.76,1989.0,2
22100949,Adventures of Yogi Bear,1,40.0,3.34,1994.0,3
22100950,AFRO SAMURAI,1,52.0,3.27,2009.0,1
22100951,After Burner,1,39.0,3.92,1988.0,3
22100952,After Burner,1,41.0,3.41,1989.0,2
22100953,After the War,1,33.0,3.5,1989.0,1
22100710,Agent X II: The Mad Prof's Back!,1,33.0,4.28,1987.0,2
22100940,Ah Diddums,1,51.0,3.84,1984.0,3
22100941,Air Conflicts: Secret Wars,1,30.0,4.1,2011.0,3
22100942,Air Hockey-e,1,41.0,3.75,2002.0,1
22100943,Air Raiders,1,32.0,3.84,1982.0,1
22100944,Airstrike USA,1,40.0,4.22,1990.0,3
22100945,Akumajo Dracula X: Chi no Rondo,1,46.0,3.86,1993.0,3
22100932,Akumajo Dracula X: Gekka no Yasoukyoku,1,37.0,3.64,1998.0,2
22100933,Akumajo Special: Boku Dracula-kun,1,52.0,4.0,1990.0,2
22100934,Akumajou Dracula,1,43.0,3.44,1991.0,3
22100935,Akumajou Dracula Mokushiroku Gaiden: Legend of Cornell,1,34.0,3.54,1999.0,2
22100936,Akumajou Dracula XX,1,52.0,4.16,1995.0,3
22100937,Alan Wake,1,50.0,3.4,2012.0,3
22100938,Alan Wake,1,47.0,3.57,2010.0,3
22100939,Alaskan Adventures,1,46.0,3.8,2006.0,1
22100926,Alcazar: The Forgotten Fortress,1,42.0,4.13,1985.0,1
22100927,Ale Hop,1,47.0,3.96,1988.0,1
22100928,Alex Kidd in Miracle World,1,48.0,3.68,1986.0,3
22100929,Alex Kidd in Shinobi World,1,45.0,4.7,1990.0,2
22100930,Alex Kidd in the Enchanted Castle,1,42.0,4.32,1989.0,2
22100931,Alex Kidd: The Lost Stars,1,37.0,3.15,1989.0,2
22100920,ALF: The First Adventure,1,38.0,3.94,1987.0,1
22100921,ALF: The First Adventure,1,39.0,3.6,1988.0,2
22100726,ALF: The First Adventure,1,45.0,2.96,1989.0,3
22100922,Alfred Challenge,1,39.0,3.34,,3
22100923,Alfred Chicken,1,55.0,3.68,1993.0,2
22100924,Alfred Chicken,1,62.0,3.12,1994.0,2
22100925,Alfred Chicken,1,38.0,3.84,2002.0,2
22100912,Alias,1,47.0,4.43,2004.0,2
22100913,Alibaba and 40 Thieves,1,36.0,3.25,1984.0,1
22100914,Alice: Madness Returns,1,49.0,4.25,,3
22100915,Alien,1,46.0,3.61,1982.0,3
22100916,Alien 3,1,37.0,3.57,1992.0,2
22100917,Alien Breed 2: Assault,1,44.0,4.0,2010.0,3
22100918,Alien Breed 3: Descent,1,42.0,3.87,2010.0,3
22100919,Alien Breed Episode 1,1,38.0,3.2,2010.0,1
22100905,Alien Breed Trilogy,1,41.0,4.53,,3
22100906,Alien Breed: Impact,1,45.0,3.68,2010.0,2
22100907,Alien Front Online,1,49.0,4.16,2001.0,1
22100908,Alien Hallway,1,32.0,3.94,2011.0,1
22100909,Alien Hominid HD,1,41.0,4.04,2010.0,2
22100910,Alien Swarm,1,43.0,3.79,2010.0,3
22100911,Alien Vs. Predator,1,45.0,3.79,1993.0,3
22100896,Alien vs. Predator,1,52.0,2.82,1993.0,3
22100897,Alien vs. Predator: The Last of His Clan,1,51.0,3.75,1993.0,1
22100898,Alien Zombie Megadeath,1,54.0,2.25,2011.0,2
22100899,Alien³,1,39.0,3.96,1994.0,2
22100900,Aliens,1,45.0,3.72,1987.0,1
22100901,Aliens vs. Predator: Requiem,1,41.0,4.16,2007.0,1
22100902,Aliens: The Computer Game,1,37.0,4.03,1987.0,1
22100903,Alisia Dragoon,1,44.0,5.0,1992.0,3
22100904,Alley Cat,1,47.0,3.42,1983.0,2
22100889,Alleyway,1,49.0,3.38,1989.0,1
22100890,Alone In The Dark,1,38.0,3.7,2008.0,3
22100891,Alpha Protocol,1,43.0,3.34,2010.0,1
22100892,Alpiner,1,42.0,3.62,1982.0,1
22100893,Altered Beast,1,42.0,4.53,1989.0,2
22100894,Altered Beast,1,31.0,4.22,2010.0,3
22100895,Altered Beast,1,34.0,4.25,1988.0,3
22100885,Altered Beast,1,58.0,3.26,1990.0,1
22100464,Altered Space: A 3-D Alien Adventure,1,42.0,4.06,1991.0,2
22100886,Altitude,1,48.0,3.6,2009.0,3
22100887,Amagon,1,44.0,4.26,1989.0,1
22100888,Amaurote,1,50.0,3.68,1987.0,3
22100874,Amazing Maze,1,45.0,3.93,1979.0,1
22100875,Amazing Snake (Beta 4),1,30.0,3.84,2000.0,3
22100876,Amazing Snake (Beta 5),1,40.0,4.06,2000.0,2
22100877,Amazing Snake (Beta X),1,44.0,3.04,2000.0,3
22100878,Amazing Spider-Man,1,47.0,4.54,1990.0,3
22100879,Amazing Spider-Man vs. The Kingpin,1,39.0,3.75,1992.0,2
22100880,Amazing Spider-Man vs. The Kingpin,1,42.0,3.94,1990.0,3
22100881,Amazing Spider-Man vs. The Kingpin,1,50.0,4.09,1993.0,1
22100882,Amegas,1,42.0,4.28,1987.0,2
22100883,American Idol,1,37.0,4.05,2003.0,3
22100884,American Wasteland,1,44.0,4.21,2005.0,2
22100867,America's Army 3,1,35.0,4.16,2009.0,3
22100868,Amidar,1,48.0,3.18,1983.0,3
22100869,Amiganoid,1,40.0,4.09,1993.0,3
22100870,Amnesia: The Dark Descent,1,47.0,2.1,2010.0,3
22100871,Amped 3,1,58.0,3.78,2005.0,2
22100872,An American Tail: Fievel Goes West,1,34.0,3.15,1994.0,2
22100873,An American Tail: Fievel's Gold Rush,1,52.0,3.34,2001.0,3
22100858,ANARCHY REIGNS,1,45.0,4.07,2012.0,3
22100859,Ancients of Ooga,1,49.0,3.89,2010.0,3
22100860,Ancipital,1,56.0,3.34,1984.0,2
22100861,Andy Capp: The Game,1,53.0,3.57,1987.0,2
22100862,Anett Futatabi,1,43.0,3.68,1993.0,3
22100863,Animaniacs,1,47.0,3.87,1994.0,1
22100864,Animaniacs,1,52.0,4.35,1995.0,2
22100865,Animaniacs: The Great Edgar Hunt,1,53.0,3.4,2005.0,1
22100866,Anomaly: Warzone Earth,1,43.0,3.84,2011.0,3
22100856,Another World,1,54.0,5.0,1992.0,1
22100857,Ant Attack,1,54.0,4.46,1984.0,3
22100845,Ant Attack,1,51.0,4.26,1983.0,3
22100846,Ant Bully,1,53.0,3.03,,2
22100847,Ant Bully,1,32.0,4.31,2006.0,3
22100848,Antarctic Adventure,1,46.0,4.21,1984.0,3
22100849,Antarctic Adventure,1,40.0,4.34,1985.0,2
22100850,Antarctic Adventure,1,35.0,4.28,1983.0,2
22100851,Antz,1,52.0,3.41,1999.0,3
22100852,APOX,1,57.0,3.66,2011.0,2
22100853,APOX: Legend,1,44.0,2.72,2011.0,2
22100854,Apple Cider Spider,1,50.0,3.34,1984.0,2
22100855,Apple Cider Spider,1,52.0,3.34,1983.0,2
22100838,Apple Panic,1,45.0,3.26,1982.0,2
22100839,Apprentice,1,38.0,4.16,1994.0,1
22100840,Aqua,1,55.0,4.58,2010.0,2
22100841,AquaNox,1,49.0,4.28,2001.0,2
22100842,AquaNox 2: Revelation,1,54.0,3.61,2003.0,1
22100843,Arabian Nights,1,43.0,4.06,1993.0,3
22100844,Arachnophobia,1,50.0,3.75,1991.0,2
22100831,Arcade Gears 1: Pu-Li-Ru-La,1,40.0,3.45,1997.0,2
22100832,Arctic Moves,1,41.0,4.28,2000.0,2
22100833,Arctic Tale,1,39.0,4.28,2007.0,1
22100834,Arcus Odyssey,1,41.0,4.09,1991.0,2
22100835,Arcus Odyssey,1,41.0,3.6,1993.0,2
22100836,Arcus Spirits,1,43.0,3.4,1993.0,3
22100837,Ardy Lightfoot,1,38.0,3.64,1996.0,3
22100825,Arena: Maze of Death,1,51.0,3.64,1995.0,2
22100826,Ariel the Little Mermaid,1,43.0,3.42,1992.0,2
22100827,Ariel the Little Mermaid,1,45.0,5.0,1993.0,2
22100828,Arkadian Warriors,1,52.0,3.82,2007.0,1
22100829,Arkanoid,1,41.0,2.31,1989.0,2
22100830,Arkanoid,1,51.0,4.16,1986.0,1
22100815,Arkanoid,1,44.0,4.58,1987.0,3
22100816,Arkanoid,1,43.0,4.24,1988.0,1
22100817,Arkanoid - Revenge of DOH,1,40.0,3.75,1988.0,2
22100818,Arkanoid - Revenge of DOH,1,55.0,3.75,1989.0,3
22100819,Arkanoid 2: Revenge of Doh,1,43.0,3.22,1988.0,3
22100820,ARMA: Combat Operations,1,47.0,3.41,2007.0,3
22100821,Armed and Dangerous®,1,52.0,4.16,2003.0,1
22100822,Armored Core V,1,41.0,3.0,2012.0,1
22100823,Armored Encounter,1,50.0,3.75,1978.0,3
22100824,Army Men: Air Attack 2,1,38.0,3.53,2000.0,1
22100810,Army Men: Air Attack 2,1,38.0,3.28,2001.0,1
22100811,Army Men: Sarge's War,1,33.0,4.05,2004.0,1
22100812,As Aventuras da TV Colosso,1,40.0,4.47,1996.0,3
22100813,Asmik-kun Land,1,50.0,3.82,1991.0,2
22100814,Assassin,1,49.0,3.43,1992.0,3
22100802,Assassin Special Edition,1,38.0,4.05,1994.0,3
22100803,Assassin's Creed,1,51.0,3.42,2007.0,2
22100804,Assassin's Creed Brotherhood,1,55.0,3.64,,3
22100805,Assassin's Creed II,1,50.0,4.41,2009.0,1
22100806,Assassin's Creed Revelations,1,40.0,4.65,2011.0,2
22100807,Assassin's Creed® III,1,48.0,4.69,2012.0,3
22100808,Assault Heroes,1,33.0,3.61,2009.0,2
22100809,Assault Heroes 2,1,44.0,4.07,2008.0,2
22100796,Assault on Dark Athena,1,38.0,3.64,2009.0,2
22100797,Astal,1,50.0,4.72,1995.0,2
22100798,Asterix,1,42.0,2.5,1991.0,2
22100799,Asterix,1,57.0,3.61,1993.0,1
22100800,Astérix,1,38.0,3.64,1993.0,3
22100801,Asterix and Obelix,1,47.0,3.12,1996.0,1
22100787,Astérix and the Great Rescue,1,52.0,4.0,1994.0,2
22100788,Astérix and the Great Rescue,1,56.0,3.8,1995.0,3
22100789,Asterix and the Power of the Gods,1,37.0,3.92,1995.0,3
22100790,Astérix and the Secret Mission,1,45.0,4.53,1993.0,2
22100792,Astro Tripper,1,44.0,3.97,2011.0,1
22100793,Astroball (Demo),1,50.0,3.64,1992.0,1
22100794,Astropop,1,31.0,4.57,2010.0,3
22100791,ASURA'S WRATH,1,40.0,3.7,2012.0,1
22100795,At Worlds End,1,53.0,3.57,2007.0,1
22100521,AtariAge Holiday Greetings 2004,1,43.0,4.44,2004.0,1
22100782,Athena,1,45.0,4.46,1987.0,3
22100430,Athletic Land,1,58.0,4.58,1984.0,3
22100783,Atic Atac,1,41.0,3.89,1983.0,1
22100785,Atomic Runner,1,40.0,4.13,1992.0,3
22100786,Attack of the Killer Tomatoes,1,43.0,3.4,1992.0,2
22100773,Attack of the Mutant Penguins,1,46.0,4.62,,3
22100774,AttackOfTheMovies3D,1,41.0,3.94,2010.0,1
22100775,Austin Powers: Oh Behave,1,42.0,3.89,2000.0,1
22100776,Austin Powers: Welcome to My Underground Lair,1,48.0,3.48,2000.0,1
22100777,Autobahn,1,37.0,2.78,1981.0,3
22100778,Avatar: TLA: TBE,1,39.0,4.2,2007.0,1
22100779,Avenging Spirit,1,37.0,3.75,1992.0,1
22100780,Awesome Possum Kicks Dr. Machino's Butt,1,48.0,3.93,1993.0,3
22100781,Axel's Magic Hammer,1,53.0,2.63,1990.0,1
22100766,Aztaka,1,35.0,4.46,2009.0,2
22100768,Aztec Challenge,1,44.0,3.5,1982.0,3
22100784,Aztec Challenge,1,43.0,4.4,1983.0,1
22100769,B.C. Kid / Bonk's Adventure / Kyukyoku!! PC Genjin,1,49.0,4.09,1992.0,3
22100770,B.C. Kid / Bonk's Adventure / Kyukyoku!! PC Genjin,1,52.0,4.46,1993.0,2
22100771,B.O.B.,1,34.0,5.0,1993.0,1
22100772,Baal,1,37.0,3.57,1989.0,2
22100759,Baal,1,37.0,4.28,1988.0,3
22100760,Babel Rising,1,50.0,4.23,2012.0,1
22100761,"Baby Jo in: ""Going Home""",1,49.0,3.4,1991.0,1
22100762,Back to the Future,1,44.0,3.5,1986.0,3
22100763,Backbreaker Vengeance,1,47.0,2.5,2011.0,3
22100767,Bagitman,1,46.0,3.53,1986.0,1
22100764,Baku Bomberman,1,37.0,4.13,1997.0,2
22100765,Bakugan,1,50.0,3.75,2009.0,1
22100751,Bakugan: DOTC,1,45.0,2.61,2012.0,1
22100752,Bakukyuu Renpatsu!! Super B-Daman,1,44.0,4.21,1997.0,3
22100753,Bakutou Dochers: Bumps-tou wa Oosawagi,1,44.0,3.75,1994.0,1
22100754,Ball Breakers,1,48.0,3.2,2000.0,2
22100755,Ball Raider 2,1,40.0,3.89,1988.0,2
22100756,Ballistix,1,32.0,3.5,1989.0,2
22100757,Ballistix,1,40.0,3.57,1991.0,2
22100758,Balloon Fight,1,46.0,4.38,1986.0,2
22100745,Balloon Fight,1,40.0,3.18,1992.0,2
22100746,Balloon Kid,1,46.0,3.48,1990.0,1
22100747,Banana,1,36.0,4.25,1984.0,2
22100748,Bandana City,1,61.0,3.89,1984.0,3
22100749,BANG! Gunship Elite,1,60.0,3.57,2000.0,2
22100750,Bangers and Mash,1,55.0,4.05,1994.0,1
22100736,Banjo-Tooie,1,47.0,3.92,2010.0,2
22100735,Bank Buster,1,50.0,3.6,1988.0,1
22100737,Barbarian,1,43.0,4.63,1988.0,3
22100729,Barbarian,1,43.0,4.4,1987.0,2
22100738,Barbarian: The Ultimate Warrior,1,51.0,3.6,1987.0,2
22100739,Barbie Super Model,1,38.0,4.0,,2
22100740,Barbie Super Model,1,42.0,4.28,1993.0,3
22100741,Barbie Vacation Adventure,1,43.0,3.1,1994.0,3
22100742,Barge,1,44.0,4.23,1983.0,3
22100743,Barnstorming,1,49.0,4.07,1982.0,1
22100744,Bart Simpson's - Escape from Camp Deadly,1,47.0,2.85,1993.0,2
22100733,Base Jumpers,1,41.0,5.0,1995.0,2
22100734,Bastion,1,47.0,3.89,2011.0,2
22100722,Bastion,1,41.0,4.44,,3
22100723,Batman Begins,1,41.0,3.94,2005.0,2
22100724,Batman: AA GOTY,1,39.0,4.44,2010.0,3
22100725,Batman: Arkham Asylum,1,48.0,3.68,2009.0,1
22100727,Batman: Arkham Asylum Game of the Year Edition,1,38.0,3.24,2010.0,3
22100453,Batman: Arkham City,1,38.0,4.63,2011.0,1
22100472,Batman: Chaos in Gotham,1,45.0,3.04,2001.0,2
22100728,Batman: Rescue the Robin,1,39.0,3.66,1987.0,2
22100731,Batman: Vengeance,1,39.0,3.34,2001.0,3
22100732,Batman: Vengeance,1,38.0,3.84,2002.0,2
22100454,Battle Island,1,44.0,3.46,1988.0,2
22100714,Battle: Los Angeles,1,36.0,4.36,2011.0,2
22100715,Battle: Los Angeles,1,42.0,3.6,,2
22100716,Battlefield 1943,1,52.0,4.36,2009.0,1
22100717,Battlefield 2: Complete Collection,1,67.0,3.66,2009.0,1
22100718,Battlefield 2: MC,1,54.0,5.0,2010.0,3
22100719,Battlefield: Bad Co.,1,45.0,5.0,2008.0,3
22100720,Battlefield: Bad Co. 2,1,58.0,5.0,2010.0,3
22100721,Battlestations Pacific,1,50.0,3.71,2009.0,1
22100709,Battlestations: Midway,1,51.0,2.62,2010.0,1
22100712,Batty,1,45.0,3.6,1988.0,2
22100730,Batty,1,44.0,3.68,1987.0,1
22100713,BAYONETTA,1,51.0,3.41,2010.0,3
22100698,Bazooka Bill,1,52.0,3.34,1985.0,1
22100699,B-Boy,1,44.0,4.05,,2
22100700,B-Boy,1,39.0,4.0,2006.0,1
22100701,BC - Rearmed 2,1,35.0,3.75,,3
22100702,BC Bill,1,43.0,2.31,1984.0,1
22100703,BC's Quest for Tires,1,54.0,3.75,1985.0,1
22100704,BC's Quest for Tires,1,43.0,4.35,1984.0,2
22100705,BC's Quest for Tires,1,42.0,3.42,1983.0,2
22100706,Beanstalker,1,37.0,4.66,1986.0,2
22100707,Bear Bovver,1,34.0,4.21,1983.0,1
22100708,Bear in the Big Blue House,1,40.0,4.13,2002.0,1
22100696,Beat Hazard,1,43.0,3.12,2010.0,2
22100695,Beatmania,1,54.0,2.81,2000.0,3
22100697,Beautiful Katamari,1,51.0,3.52,2007.0,1
22100684,Beauty and the Beast,1,62.0,4.0,1982.0,1
22100685,Beavers,1,35.0,4.13,1993.0,3
22100686,Beavis and Butthead,1,44.0,3.66,1998.0,3
22100687,Bee Movie Game,1,36.0,4.58,2007.0,1
22100688,BEEP,1,42.0,3.5,2011.0,3
22100689,Beethoven's 2nd: The Ultimate Canine Caper!,1,45.0,4.12,1994.0,1
22100690,Beetlejuice,1,53.0,4.38,1992.0,2
22100691,Ben 10 The Rise of Hex,1,49.0,5.0,2010.0,3
22100692,Ben 10: Protector of the Earth,1,37.0,3.12,,1
22100693,BEN 10: VILGAX ATTACKS,1,44.0,3.75,2009.0,3
22100694,Benny Hill's Madcap Chase,1,41.0,4.25,1985.0,2
22100681,Beowulf,1,48.0,3.41,2007.0,3
22100682,Berenstain Bears' Camping Adventure,1,50.0,4.6,,1
22100683,Berry Tree,1,53.0,3.53,2003.0,1
22100668,Beyond Good & Evil HD,1,44.0,3.75,,1
22100669,Beyond Good and Evil,1,40.0,4.25,2003.0,2
22100670,Beyond the Ice Palace,1,39.0,3.62,1988.0,2
22100671,Big Nose Freaks Out,1,38.0,3.66,1992.0,3
22100672,Big Sky Trooper,1,43.0,3.75,1995.0,2
22100673,Billy Boy,1,37.0,3.41,1997.0,1
22100674,Billy Hatcher and the Giant Egg,1,56.0,3.4,,2
22100675,Bio Challenge,1,45.0,4.0,1989.0,3
22100676,Bio Miracle Bokutte Upa,1,50.0,4.0,1993.0,2
22100677,Bionic Commando,1,49.0,3.53,2009.0,3
22100678,BionicCommando:Rearmed,1,44.0,3.75,2008.0,3
22100679,Bionicle,1,35.0,4.34,,1
22100680,Bionicle,1,40.0,4.0,2003.0,3
22100666,Bionicle Heroes,1,44.0,3.82,2006.0,1
22100667,BioShock Infinite,1,54.0,3.54,2013.0,3
22100654,Biozone,1,47.0,3.06,2010.0,1
22100655,BIT.TRIP BEAT,1,53.0,3.24,2010.0,2
22100656,BIT.TRIP RUNNER,1,49.0,4.2,2011.0,1
22100657,Black Beard,1,40.0,3.61,1988.0,1
22100658,Black Fiire,1,48.0,4.34,1995.0,2
22100659,Black Lamp,1,37.0,4.35,1988.0,1
22100660,Blacksite,1,46.0,4.16,2007.0,1
22100661,Blackthorne,1,50.0,4.72,2003.0,2
22100662,Blackthorne,1,49.0,3.53,1995.0,1
22100663,Blackthorne,1,47.0,3.96,1994.0,1
22100664,Blade 2,1,47.0,3.5,,3
22100665,Blade 2,1,45.0,4.38,2002.0,1
22100617,Blade Kitten,1,32.0,3.66,2010.0,2
22100651,Blade Runner,1,37.0,4.16,1985.0,1
22100652,Blade Runner,1,47.0,3.8,1986.0,2
22100653,Blades of Time,1,39.0,3.8,2012.0,1
22100641,BLADESTORM,1,41.0,2.75,2007.0,3
22100642,Blagger,1,43.0,3.43,1983.0,1
22100643,Blagger,1,31.0,3.84,1984.0,2
22100644,Blagger Goes to Hollywood,1,44.0,3.34,1985.0,2
22100645,Blazing Angels,1,43.0,3.81,2006.0,1
22100646,Blazing Angels 2,1,51.0,3.6,2007.0,2
22100647,Blazing Angels: Squadrons of WWII,1,50.0,4.0,,3
22100648,Blind People Simulator,1,54.0,3.75,1990.0,1
22100649,Blinky's Scary School,1,51.0,3.68,1990.0,2
22100650,Block Kuzushi 2,1,47.0,3.44,2000.0,2
22100632,Blockbuster,1,44.0,3.66,1988.0,2
22100633,Blockbuster,1,43.0,3.84,1987.0,2
22100634,Blockout/Breakdown,1,42.0,4.57,1981.0,3
22100635,Blood Wake,1,40.0,3.89,,1
22100637,Bloodforge,1,36.0,3.82,2012.0,3
22100636,BloodRayne,1,37.0,4.34,2003.0,1
22100638,BloodRayne,1,47.0,2.92,,3
22100639,BloodRayne,1,41.0,3.12,2002.0,1
22100640,BloodRayne 2,1,53.0,4.06,2005.0,2
22100627,BloodRayne: Betrayal,1,54.0,3.54,,3
22100628,Bloody Good Time,1,56.0,3.93,2010.0,1
22100629,Blowout,1,57.0,4.25,2003.0,2
22100630,Blowout,1,50.0,4.44,2004.0,1
22100631,Blue Print,1,40.0,3.04,1983.0,1
22100618,Blues Brothers,1,37.0,4.2,1991.0,1
22100619,Blues Brothers,1,33.0,4.38,1992.0,3
22100620,Blues Brothers,1,42.0,4.06,1994.0,2
22100621,Blues Brothers 2000,1,37.0,4.65,2000.0,3
22100622,Blues Brothers: Jukebox Adventure,1,54.0,3.42,1994.0,1
22100623,Blue's Journey,1,43.0,3.44,1994.0,2
22100624,Blue's Journey,1,32.0,4.12,1991.0,1
22100625,BoBo,1,35.0,4.1,1988.0,1
22100626,BoBo,1,45.0,3.34,1990.0,3
22100612,Body Harvest,1,42.0,4.34,1998.0,3
22100613,Boing & Sphera,1,47.0,4.09,1992.0,3
22100415,Boing!,1,61.0,3.89,1983.0,1
22100614,Bolo,1,49.0,4.31,1982.0,2
22100615,Bomb Jack,1,38.0,3.71,1986.0,1
22100616,Bomb Jack,1,31.0,4.25,1992.0,2
22100607,Bomb Jack,1,48.0,3.75,1988.0,3
22100608,Bomb Jack 2,1,39.0,3.86,1987.0,2
22100609,Bomb Jack II,1,53.0,4.41,1986.0,2
22100610,Bomb Jack II,1,49.0,3.34,1987.0,3
22100711,Bomber Bob In Pentagon Capers,1,39.0,4.16,1985.0,1
22100486,Bomber Raid,1,47.0,4.0,1989.0,3
22100611,Bomberman,1,43.0,4.34,2004.0,3
22100602,Bomberman,1,55.0,3.89,1990.0,3
22100597,Bomberman,1,47.0,4.21,1987.0,3
22100598,Bomberman,1,42.0,3.96,1983.0,1
22100599,Bomberman,1,46.0,4.2,1991.0,1
22100600,Bomberman,1,45.0,3.81,1992.0,2
22100601,Bomberman 2,1,41.0,3.75,1992.0,3
22100603,Bomberman 64,1,48.0,3.84,1997.0,1
22100604,Bomberman 64: Arcade Edition,1,54.0,3.06,2001.0,2
22100605,Bomberman '93,1,48.0,3.57,1992.0,1
22100606,BOMBERMAN Act:Zero,1,41.0,3.44,2006.0,3
22100591,Bomberman Battlefest,1,49.0,3.71,2010.0,1
22100592,Bomberman Hero,1,49.0,4.62,1998.0,2
22100593,Bomberman Hero: Mirian Oujo wo Sukue,1,49.0,4.35,1998.0,1
22100594,Bomberman Jetters,1,38.0,4.73,,1
22100595,Bomberman Party Edition,1,45.0,2.0,2000.0,2
22100596,Bomberman Quest,1,35.0,4.34,1999.0,1
22100582,Bomberman Special,1,49.0,3.75,1986.0,2
22100583,Bonanza Bros.,1,49.0,4.05,1991.0,3
22100584,Bonanza Bros.,1,48.0,3.61,1992.0,2
22100585,Bongo's Bash,1,41.0,4.81,1985.0,2
22100586,Bonk II - Bonk's Revenge,1,40.0,2.68,1996.0,3
22100587,Bonka,1,45.0,3.6,1983.0,2
22100588,Bonkers: Wax Up,1,41.0,4.16,1995.0,3
22100589,Bonkers: Wax Up,1,47.0,3.52,1996.0,1
22100590,Bonk's Adventure,1,51.0,3.28,1992.0,3
22100578,Bonk's Adventure,1,42.0,4.62,1990.0,1
22100579,Bonk's Revenge,1,61.0,3.84,1991.0,1
22100580,Booby Kids,1,46.0,4.16,1987.0,1
22100581,Boogerman: A Pick and Flick Adventure,1,63.0,4.2,1994.0,3
22100567,Boogerman: A Pick and Flick Adventure,1,49.0,2.75,1995.0,3
22100568,Boom Boom Rocket,1,47.0,3.75,2007.0,3
22100569,Boulder Dash,1,41.0,3.9,1990.0,3
22100570,Boulder Dash 2,1,41.0,5.0,2005.0,2
22100571,Boulder Dash Construction Kit,1,33.0,4.49,1988.0,3
22100572,Boulder Dash Construction Kit,1,46.0,3.44,1989.0,2
22100573,Boulder Dash Construction Kit,1,45.0,3.4,1987.0,2
