GameId,ConsoleId
22100756,9
22100757,30
22100758,20
22100745,10
22100745,31
22100746,16
22100746,29
22100746,9
22100746,5
22100746,3
22100746,8
22100747,10
22100747,31
22100748,29
22100749,30
22100750,33
22100736,30
22100735,20
22100737,18
22100729,9
22100738,22
22100739,20
22100740,33
22100741,22
22100742,22
22100743,20
22100744,30
22100733,20
22100734,29
22100722,20
22100723,28
22100724,22
22100725,20
22100727,33
22100453,29
22100453,9
22100453,2
22100453,5
22100472,22
22100728,22
22100731,5
22100732,22
22100454,5
22100454,9
22100714,22
22100715,20
22100716,20
22100717,22
22100717,20
22100717,30
22100718,22
20900343,22
22100718,20
20900343,20
22100719,33
20900332,33
22100719,20
20900332,20
22100720,33
22100721,33
22100709,33
22100712,29
22100712,16
22100712,2
22100730,28
22100713,29
22100713,9
22100698,20
22100699,22
22100699,28
22100700,20
22100700,30
22100701,33
22100701,20
22100702,29
22100702,9
22100702,2
22100703,20
22100704,20
22100705,9
22100705,16
22100705,2
22100706,9
22100707,20
22100708,20
22100696,20
22100695,9
22100697,9
22100697,5
22100697,29
22100684,30
22100685,2
22100685,29
22100685,5
22100685,9
22100686,17
22100687,20
22100688,20
22100689,20
22100689,22
22100689,30
22100689,33
22100690,33
20900312,33
22100690,30
20900312,30
22100690,20
20900312,20
22100691,20
22100692,33
20900313,33
22100692,20
20900313,20
22100693,30
22100693,22
22100693,20
22100694,5
21300823,5
22100694,9
21300823,9
22100681,5
22100681,9
22100681,22
22100681,2
22100682,22
22100683,22
22100668,25
22100669,2
22100669,29
22100669,5
22100669,9
22100670,22
22100671,15
22100672,5
22100673,3
22100674,2
22100674,22
22100674,29
22100674,9
22100674,5
22100675,2
22100676,9
22100676,29
22100677,29
22100678,28
22100679,22
21200017,22
22100679,21
21200017,21
22100679,16
21200017,16
22100679,9
21200017,9
22100679,5
21200017,5
22100680,22
22100666,22
22100667,22
22100654,21
22100655,20
22100656,20
22100657,22
22100658,22
22100659,22
22100660,30
22100661,22
22100662,16
22100663,28
22100663,2
22100663,21
22100663,29
22100663,5
22100663,9
22100664,3
22100665,22
22100617,9
22100617,10
22100651,28
22100652,22
22100652,21
22100653,21
22100641,22
22100642,28
22100642,22
22100643,20
22100644,22
21300824,22
21200001,22
22100644,5
21300824,5
21200001,5
22100644,3
21300824,3
21200001,3
22100644,9
21300824,9
21200001,9
22100644,29
21300824,29
21200001,29
22100644,16
21300824,16
21200001,16
22100644,2
21300824,2
21200001,2
22100644,8
21300824,8
21200001,8
22100645,5
21300812,5
21200002,5
22100645,2
21300812,2
21200002,2
22100645,16
21300812,16
21200002,16
22100646,2
22100646,29
22100646,9
22100646,5
22100647,5
22100648,22
22100649,5
11200111,5
22100650,15
22100632,9
22100633,24
22100633,23
22100633,28
22100634,30
22100635,28
11200117,28
22100635,22
11200117,22
22100635,9
11200117,9
22100637,30
22100637,22
22100636,20
22100638,20
22100639,21
22100640,22
22100627,22
22100628,16
21300814,16
22100628,8
21300814,8
22100628,5
21300814,5
22100628,30
21300814,30
22100629,8
22100630,5
22100631,6
22100618,33
22100619,9
22100619,5
22100620,30
22100621,16
11200101,16
22100622,20
22100623,20
22100624,22
22100625,22
21300802,22
22100625,28
21300802,28
22100625,3
21300802,3
22100625,2
21300802,2
22100625,29
21300802,29
22100625,16
21300802,16
22100625,9
21300802,9
22100625,5
21300802,5
22100626,20
22100612,22
22100613,22
22100415,2
22100415,5
22100415,9
22100415,29
22100614,28
22100614,22
22100615,22
22100616,5
22100607,22
22100607,28
22100608,33
22100609,28
22100610,9
22100711,28
22100486,9
22100611,16
22100611,29
22100611,2
22100602,5
22100597,30
22100598,28
22100599,20
22100600,20
22100601,33
22100603,16
22100603,29
22100603,2
22100604,33
22100605,16
21300806,16
22100605,3
21300806,3
22100605,22
21300806,22
22100605,18
21300806,18
22100605,8
21300806,8
22100606,5
22100606,9
22100606,32
22100591,5
22100592,33
22100593,25
21201171,25
22100593,4
21201171,4
22100594,20
22100595,20
21001102,20
22100595,30
21001102,30
22100596,8
22100582,8
22100583,8
22100584,8
22100585,8
22100586,10
22100587,9
22100587,29
22100587,5
22100587,2
22100588,22
22100589,16
22100590,29
22100578,10
22100578,31
22100579,29
22100580,16
22100580,8
22100581,20
22100567,20
22100568,20
22100569,20
22100570,20
22100571,20
22100572,20
22100573,28
22100574,29
22100574,9
22100575,29
22100576,33
22100577,33
22100562,20
22100563,33
22100564,20
22100565,20
22100566,20
22100552,16
21300660,16
22100552,4
21300660,4
22100553,9
22100553,32
22100553,3
22100554,20
22100555,2
22100555,16
22100555,29
22100556,33
22100557,29
22100557,9
22100557,5
22100557,2
22100558,20
22100559,2
22100559,5
22100559,9
22100559,29
22100560,28
22100560,22
22100561,16
21001098,16
22100561,4
21001098,4
22100545,33
22100546,9
22100546,5
22100547,28
11200069,28
22100547,34
11200069,34
22100548,20
22100549,5
22100549,9
22100550,16
22100550,29
22100550,2
22100551,20
22100539,5
22100540,28
22100541,9
21900547,9
22100541,22
21900547,22
22100542,28
22100543,30
22100544,20
22100529,22
22100530,20
22100531,22
22100532,22
22100533,22
22100534,22
22100535,20
22100536,20
22100537,28
11000102,28
22100537,30
11000102,30
22100538,22
22100525,22
22100526,5
22100527,20
22100516,20
21201146,20
22100516,22
21201146,22
22100516,30
21201146,30
22100517,9
22100517,29
22100518,9
22100519,3
22100520,2
22100520,29
22100522,9
21300809,9
20900212,9
22100522,32
21300809,32
20900212,32
22100522,3
21300809,3
20900212,3
22100522,5
21300809,5
20900212,5
22100522,8
21300809,8
20900212,8
22100522,18
21300809,18
20900212,18
22100522,22
21300809,22
20900212,22
22100522,4
21300809,4
20900212,4
22100522,28
21300809,28
20900212,28
22100523,33
22100524,28
21201147,28
22100508,22
20900215,22
22100508,4
20900215,4
22100509,34
22100510,33
22100511,20
22100512,28
22100513,28
22100514,2
22100514,29
22100515,33
22100501,28
22100502,30
22100503,22
22100504,28
22100505,21
22100506,28
22100506,30
22100507,2
22100507,5
22100507,29
22100507,9
22100493,9
22100493,29
22100493,16
22100493,2
22100494,34
22100495,5
22100496,28
22100497,5
20900201,5
22100497,16
20900201,16
22100497,3
20900201,3
22100497,22
20900201,22
22100497,8
20900201,8
22100497,28
20900201,28
22100497,4
20900201,4
22100497,9
20900201,9
22100498,22
22100499,5
22100499,9
22100500,16
22100488,28
22100489,33
22100490,20
22100491,22
22100492,2
22100492,16
22100492,29
22100492,9
22100492,5
22100476,5
22100476,9
22100476,28
22100476,22
22100477,9
22100477,28
22100478,9
22100478,16
22100478,10
22100478,29
22100478,5
22100478,2
22100479,29
22100480,22
22100481,22
22100481,16
22100481,9
22100482,10
22100483,9
22100483,29
22100483,5
22100484,5
22100484,9
22100484,29
22100485,20
22100487,12
22100470,12
22100471,29
22100471,9
22100473,22
21201130,22
22100473,28
21201130,28
22100474,33
22100474,20
22100475,29
21201131,29
22100475,9
21201131,9
22100475,5
21201131,5
22100475,2
21201131,2
22100465,28
22100466,28
22100467,20
22100468,20
22100469,9
21300646,9
22100469,6
21300646,6
22100469,4
21300646,4
22100457,33
22100459,28
22100460,13
22100461,5
22100462,22
22100462,30
22100463,30
22100449,9
22100450,5
22100451,5
22100448,20
22100455,20
22100456,33
21900518,33
22100456,22
21900518,22
22100441,33
40500135,33
22100441,30
40500135,30
22100441,20
40500135,20
22100445,33
22100442,33
22100443,33
22100444,20
21201123,20
22100444,22
21201123,22
22100446,20
22100447,32
21300811,32
22100447,9
21300811,9
22100447,16
21300811,16
22100447,5
21300811,5
22100447,3
21300811,3
22100447,18
21300811,18
22100447,8
21300811,8
22100433,28
22100434,33
22100435,22
22100438,20
22100437,22
22100436,9
22100436,5
22100436,22
22100439,9
22100440,9
22100440,5
22100428,29
22100429,29
22100429,16
22100429,9
22100429,5
22100429,2
22100431,5
22100432,9
22100417,5
22100418,17
22100419,5
22100420,8
22100421,9
22100422,8
22100423,20
21900511,20
22100423,33
21900511,33
22100424,5
22100425,33
22100426,33
22100427,9
22100413,20
22100414,22
22100416,5
22100404,30
22100405,30
22100406,22
22100407,22
22100408,30
22100408,20
22100408,22
22100409,30
22100409,22
22100410,20
22100411,20
22100412,30
22100412,20
22100398,5
21300111,5
22100398,22
21300111,22
22100398,7
21300111,7
22100398,4
21300111,4
22100399,30
22100400,33
21001036,33
22100400,20
21001036,20
22100400,4
21001036,4
22100400,30
21001036,30
22100400,28
21001036,28
22100400,22
21001036,22
22100401,20
22100402,3
21001042,3
20900098,3
22100402,28
21001042,28
20900098,28
22100402,5
21001042,5
20900098,5
22100402,9
21001042,9
20900098,9
22100403,20
22100391,20
22100392,30
22100393,30
22100393,28
22100394,20
22100395,25
21201118,25
22100395,4
21201118,4
22100396,5
22100396,3
22100396,9
22100397,9
22100397,5
22100382,30
22100382,28
22100383,33
22100384,5
21300793,5
22100384,9
21300793,9
22100384,29
21300793,29
22100384,3
21300793,3
22100384,2
21300793,2
22100385,9
22100386,34
22100387,10
22100387,31
22100388,20
22100389,20
22100390,16
22100379,16
22100380,31
22100381,31
22100381,10
22100381,9
22100381,5
22100366,10
22100366,31
22100367,28
21201108,28
22100367,22
21201108,22
22100368,20
22100369,9
22100370,25
22100371,9
22100372,28
22100373,28
22100374,20
22100375,20
22100376,9
22100377,20
22100378,28
22100363,30
22100364,20
22100365,20
22100353,20
22100354,20
22100355,30
22100356,30
22100357,30
22100358,30
22100359,30
22100360,9
22100361,20
22100362,20
41100105,20
22100362,9
41100105,9
22100349,22
22100350,28
22100350,24
22100350,9
22100350,5
22100351,5
22100352,33
22100342,20
22100343,20
22100344,9
20900058,9
22100344,29
20900058,29
22100344,10
20900058,10
22100345,20
22100346,20
22100347,20
22100348,20
22100333,33
22100334,20
22100335,20
22100336,22
22100337,33
22100338,9
22100339,30
22100340,22
22100341,33
22100328,33
22100329,20
22100330,20
22100331,20
22100332,33
22100319,20
22100320,20
22100321,20
22100322,20
22100323,20
22100324,20
22100324,33
22100325,20
22100326,20
22100326,33
22100327,20
22100314,20
22100315,20
22100316,20
22100317,20
22100318,30
22100305,30
22100306,30
22100307,2
22100307,9
22100307,29
22100308,33
22100309,20
22100310,28
22100311,33
22100312,33
22100313,33
22100313,20
22100300,20
22100301,33
22100302,28
22100303,28
22100304,33
22100292,33
22100293,33
22100294,9
22100294,5
22100295,9
22100296,22
22100297,9
22100298,28
22100299,11
22100280,28
22100281,10
22100282,33
22100283,33
22100284,33
22100285,20
22100286,33
10900104,33
22100286,20
10900104,20
22100287,20
22100288,33
22100289,28
22100290,22
22100291,20
22100267,33
22100268,8
22100269,8
22100270,5
22100270,9
22100271,21
22100271,22
22100272,22
21300791,22
22100272,5
21300791,5
22100272,3
21300791,3
22100272,9
21300791,9
22100272,16
21300791,16
22100272,32
21300791,32
22100272,18
21300791,18
22100272,8
21300791,8
22100273,22
22100274,18
22100275,30
22100275,22
22100276,33
22100277,2
22100277,9
22100277,5
22100278,20
22100279,20
22100263,20
22100264,20
22100265,30
22100266,30
22100253,30
22100254,20
22100255,30
22100256,30
22100257,30
22100258,30
22100259,9
22100260,21
22100261,30
22100262,30
22100248,22
22100249,22
22100250,22
22100251,20
22100252,20
22100239,33
22100240,9
22100240,5
22100240,29
22100240,2
22100240,22
22100241,30
22100242,20
22100243,20
22100244,6
22100245,5
22100246,22
22100247,22
22100230,22
22100230,28
22100230,30
22100231,28
22100231,22
22100232,9
22100233,10
22100233,31
22100234,31
21300777,31
22100234,32
21300777,32
22100234,16
21300777,16
22100234,9
21300777,9
22100234,29
21300777,29
22100234,5
21300777,5
22100234,22
21300777,22
22100234,2
21300777,2
22100234,3
21300777,3
22100234,8
21300777,8
22100234,18
21300777,18
22100235,22
22100236,22
22100237,22
22100238,5
22100238,9
22100224,33
22100224,20
22100225,33
22100226,28
22100226,22
22100227,22
22100228,22
22100228,16
22100229,8
22100213,8
22100214,28
22100215,22
22100216,22
22100217,22
22100218,22
22100218,20
22100218,30
22100219,20
22100220,18
22100221,20
22100222,30
22100223,22
22100210,18
22100210,8
22100210,31
22100210,9
22100211,9
10900063,9
22100211,5
10900063,5
22100211,22
10900063,22
22100211,4
10900063,4
22100212,21
22100212,9
22100212,29
22100199,30
22100200,22
22100201,5
22100201,29
22100201,9
22100202,30
22100202,28
22100203,20
22100204,28
22100205,2
21300780,2
22100205,22
21300780,22
22100205,24
21300780,24
22100205,23
21300780,23
22100205,28
21300780,28
22100205,5
21300780,5
22100205,29
21300780,29
22100205,9
21300780,9
22100205,20
21300780,20
22100206,9
22100206,5
22100206,24
22100207,5
22100207,9
22100208,9
22100208,5
22100209,9
22100209,29
22100192,9
21900449,9
22100193,20
22100194,22
22100195,20
22100196,20
22100196,33
22100197,33
22100197,20
22100198,9
22100198,5
22100198,3
22100185,22
10900058,22
22100185,9
10900058,9
22100185,5
10900058,5
22100185,28
10900058,28
22100186,5
22100187,9
22100188,5
22100188,9
22100189,20
22100190,33
22100191,20
22100174,33
22100175,33
22100176,20
22100177,33
22100178,31
22100178,10
22100179,20
22100180,20
22100181,20
22100182,20
22100183,20
22100184,20
22100171,20
22100172,20
22100173,29
22100158,2
22100159,28
10900040,28
22100159,4
10900040,4
22100160,20
22100161,20
22100162,22
22100163,5
22100164,22
21100943,22
22100164,5
21100943,5
22100165,33
22100166,20
22100167,28
22100168,34
22100169,33
22100170,20
22100155,33
22100156,20
22100157,33
22100157,28
22100157,22
22100147,22
22100147,28
22100148,22
22100149,18
22100150,28
21300157,28
21100949,28
22100150,20
21300157,20
21100949,20
22100151,30
22100151,28
22100152,2
22100152,9
22100152,5
22100153,9
22100153,29
22100154,33
22100139,22
22100140,9
22100141,5
22100142,25
22100143,20
22100144,28
22100145,20
22100146,29
22100146,9
22100146,16
22100146,22
22100146,5
22100146,2
22100133,22
22100134,28
22100135,9
22100135,5
22100136,5
22100136,9
22100137,20
22100138,30
22100138,20
22100138,22
22100124,9
22100125,20
40900145,20
22100125,30
40900145,30
22100125,22
40900145,22
22100126,29
22100127,29
22100128,29
22100128,9
22100128,5
22100128,2
22100129,19
22100130,29
21900423,29
22100130,9
21900423,9
22100131,28
22100132,2
22100132,28
22100132,9
22100132,5
22100132,29
22100119,20
22100120,22
22100121,3
22100122,30
22100122,28
22100123,33
22100108,8
22100108,3
22100109,20
22100110,20
22100111,22
22100112,9
22100112,5
22100113,20
22100114,28
22100115,22
22100116,28
22100117,20
22100118,20
22100103,20
22100104,28
22100105,16
22100106,3
22100107,20
22100094,22
22100095,22
22100096,22
22100097,22
22100098,22
22100099,22
22100100,22
22100101,22
22100102,20
22100089,28
22100090,28
22100091,5
22100091,9
22100092,9
22100092,29
22100092,5
22100093,2
22100078,5
22100078,8
22100078,18
22100078,32
22100079,9
22100080,20
22100081,20
22100082,20
22100083,28
22100084,9
22100085,22
22100086,28
22100087,9
22100087,5
22100087,16
22100087,29
22100087,2
22100088,20
22100071,2
22100071,29
22100071,9
22100071,5
22100072,20
22100073,9
22100073,29
22100073,2
22100074,34
22100075,33
22100076,5
20501176,5
22100077,28
22100065,9
22100065,5
22100066,5
22100066,9
22100066,28
22100067,5
40800117,5
22100067,22
40800117,22
22100068,22
40800126,22
22100068,4
40800126,4
22100068,16
40800126,16
22100069,22
22100070,9
22100070,5
22100055,16
22100056,2
21300113,2
22100056,4
21300113,4
22100057,5
22100058,29
22100058,9
22100059,9
22100059,29
22100060,20
22100061,5
21100878,5
22100061,28
21100878,28
22100061,23
21100878,23
22100061,24
21100878,24
22100061,9
21100878,9
22100062,28
22100062,16
22100063,33
22100064,9
22100064,5
22100064,2
22100050,22
22100050,28
22100050,5
22100050,9
22100050,16
22100051,2
22100052,22
22100053,22
22100054,22
22100041,20
22100042,9
22100042,5
22100043,30
22100044,22
22100045,5
22100045,9
22100046,22
22100047,5
21300783,5
21200965,5
22100047,4
21300783,4
21200965,4
22100048,5
22100048,9
22100049,33
22100035,5
22100035,9
22100036,22
22100037,33
22100038,20
22100039,22
22100040,8
22100027,27
22100028,27
22100029,9
22100029,29
22100029,16
22100029,2
22100030,17
40800152,17
22100030,30
40800152,30
22100030,22
40800152,22
22100030,20
40800152,20
22100031,5
22100032,29
22100033,20
22100034,29
22100034,9
22100034,2
22100017,9
22100017,29
22100018,5
22100018,18
22100019,9
22100020,9
21300785,9
21300159,9
22100020,16
21300785,16
21300159,16
22100020,10
21300785,10
21300159,10
22100020,28
21300785,28
21300159,28
22100020,32
21300785,32
21300159,32
22100020,31
21300785,31
21300159,31
22100020,5
21300785,5
21300159,5
22100020,22
21300785,22
21300159,22
22100020,3
21300785,3
21300159,3
22100020,30
21300785,30
21300159,30
22100020,8
21300785,8
21300159,8
22100020,18
21300785,18
21300159,18
22100020,12
21300785,12
21300159,12
22100020,17
21300785,17
21300159,17
22100020,20
21300785,20
21300159,20
22100021,22
22100022,30
22100022,28
22100022,22
22100023,5
21300786,5
22100023,3
21300786,3
22100023,8
21300786,8
22100024,22
22100025,20
22100025,22
22100026,5
22100026,9
22100014,20
22100015,22
22100016,33
40800162,33
22100016,20
40800162,20
22100003,33
22100004,5
22100005,20
22100006,20
22100007,33
22100008,33
22100009,16
22100010,20
22100011,21
22100012,30
22100013,29
22100013,9
22100001,9
22100001,29
22100001,16
22100001,2
22100002,20
12100059,9
12100060,20
12100061,20
12100062,22
12100063,5
12100064,9
20801221,9
12100064,28
20801221,28
12100065,9
12100066,28
12100055,11
12100056,20
12100057,20
12100058,22
12100054,22
12100048,22
12100049,22
12100050,22
12100050,16
12100051,22
12100052,22
12100053,22
12100046,22
12100047,25
12100039,22
12100040,28
12100041,22
12100042,33
12100043,33
12100043,20
12100044,16
12100044,29
12100044,9
12100044,5
12100044,22
12100044,28
12100044,2
12100044,3
12100045,22
12100045,20
12100035,22
12100035,2
12100035,5
12100035,9
12100035,29
12100036,20
12100037,2
12100037,5
12100038,29
12100038,9
12100032,7
12100033,20
12100034,5
12100034,3
12100034,9
12100025,28
12100026,20
12100027,20
12100028,20
12100029,28
12100030,9
12100031,30
12100031,28
12100031,23
12100022,22
21100844,22
12100022,30
21100844,30
12100023,30
12100024,22
21900387,22
12100020,20
12100015,28
12100016,5
12100016,9
12100017,28
12100018,5
12100018,9
12100019,16
20801170,16
12100019,29
20801170,29
12100019,9
20801170,9
12100019,20
20801170,20
12100019,5
20801170,5
12100019,22
20801170,22
12100019,28
20801170,28
12100019,3
20801170,3
12100019,2
20801170,2
12100021,2
12100021,5
12100021,16
12100021,9
12100011,29
12100011,9
12100011,5
12100012,33
12100012,20
12100013,30
12100013,20
12100014,28
12100002,9
12100003,9
12100003,29
12100003,5
12100003,28
12100003,2
12100004,22
21100848,22
12100004,30
21100848,30
12100005,30
12100006,20
12100007,20
12100008,28
12100009,22
12100010,22
12100001,5
42000406,20
42000405,16
42000405,29
42000405,2
42000404,5
42000403,33
42000402,33
42000401,33
42000306,9
42000305,33
21000844,33
42000305,22
21000844,22
42000305,30
21000844,30
42000316,33
21000845,33
42000316,30
21000845,30
42000316,22
21000845,22
42000316,28
21000845,28
42000304,5
42000304,9
42000315,20
42000303,9
42000303,5
42000303,2
42000314,9
42000302,9
42000302,3
42000302,5
42000313,9
42000313,5
42000313,16
42000313,29
42000301,9
42000312,28
21100830,28
42000312,22
21100830,22
42000311,20
21000828,20
42000311,30
21000828,30
42000207,29
42000217,28
21200921,28
42000217,4
21200921,4
42000206,20
42000226,9
20801120,9
42000216,20
42000205,9
20801107,9
42000205,29
20801107,29
42000205,22
20801107,22
42000205,2
20801107,2
42000205,4
20801107,4
42000225,33
42000215,20
42000204,9
42000224,22
42000214,20
42000234,28
42000223,33
42000203,33
42000233,28
42000213,28
42000222,28
42000232,8
42000202,2
42000221,2
42000221,9
42000221,1
42000221,29
42000212,29
42000212,9
42000212,5
42000231,22
42000201,9
42000177,33
21100823,33
42000177,20
21100823,20
42000211,33
42000176,33
42000166,20
42000156,20
42000105,29
42000105,9
42000105,5
42000105,16
42000105,2
42000135,33
42000145,22
42000175,22
42000115,20
42000165,20
42000155,18
42000104,20
42000144,18
42000134,9
42000134,5
42000154,5
42000154,9
42000114,22
42000174,22
21100800,22
20901193,22
42000174,20
21100800,20
20901193,20
42000174,30
21100800,30
20901193,30
42000124,20
42000164,20
42000103,20
42000143,22
21100804,22
20901174,22
42000143,20
21100804,20
20901174,20
42000143,30
21100804,30
20901174,30
42000133,20
42000113,20
42000173,22
42000123,20
42000153,20
21900344,20
42000153,5
21900344,5
42000163,20
42000102,9
21900349,9
42000102,29
21900349,29
42000102,2
21900349,2
42000132,9
42000142,22
20801045,22
42000142,3
20801045,3
42000142,4
20801045,4
42000112,20
42000152,16
42000152,8
42000152,3
42000172,17
42000122,20
42000162,30
42000101,20
42000151,5
42000131,5
42000131,9
42000141,22
42000121,33
42000171,16
42000171,8
42000171,5
42000171,3
42000171,2
42000111,22
20801039,22
42000111,28
20801039,28
42000161,33
52000211,33
52000201,33
52000131,33
20801026,33
52000131,20
20801026,20
52000131,22
20801026,22
52000121,20
52000111,20
20801027,20
52000101,33
22001073,20
22001079,33
22001080,33
22001078,20
21900330,20
20901162,20
22001078,22
21900330,22
20901162,22
22001078,16
21900330,16
20901162,16
22001078,3
21900330,3
20901162,3
22001078,2
21900330,2
20901162,2
22001070,11
20700085,11
22001070,6
20700085,6
22001066,9
22001067,22
22001075,5
22001069,9
21900320,9
21100786,9
22001069,28
21900320,28
21100786,28
22001068,22
22001071,22
22001072,20
22001074,34
22001076,30
22001077,29
22001077,16
22001060,9
22001061,29
22001064,22
22001063,30
22001065,2
22001065,5
22001065,9
22001062,9
22001062,29
22000204,20
22001054,20
22001055,9
22001055,5
22001056,5
20801022,5
22001056,9
